product_id|customer_id|product_type|enrollment_date|limit
108|77|Credit Card|2024-10-30|15000.0
109|78|Savings|2023-01-28|0.0
110|78|Credit Card|2024-07-09|46000.0
111|79|Savings|2023-08-11|0.0
112|80|Savings|2023-07-27|0.0
113|81|Savings|2024-02-02|0.0
114|82|Savings|2023-03-22|0.0
115|83|Savings|2023-08-09|0.0
116|84|Savings|2024-11-20|0.0
117|85|Savings|2023-05-02|0.0
118|86|Savings|2024-06-12|0.0
119|87|Savings|2023-09-09|0.0
120|87|Credit Card|2024-02-21|90000.0
121|88|Savings|2023-04-23|0.0
122|88|Credit Card|2024-01-16|87000.0
123|89|Savings|2024-09-14|0.0
124|89|Credit Card|2024-12-30|59000.0
125|90|Savings|2024-01-22|0.0
126|90|Credit Card|2024-04-27|54000.0
127|91|Savings|2023-02-26|0.0
128|92|Savings|2024-08-11|0.0
129|92|Credit Card|2024-09-04|90000.0
130|93|Savings|2023-06-21|0.0
131|93|Credit Card|2024-09-19|83000.0
132|94|Savings|2023-07-19|0.0
133|95|Savings|2023-08-21|0.0
134|96|Savings|2024-11-21|0.0
135|97|Savings|2023-04-22|0.0
136|98|Savings|2023-07-22|0.0
137|99|Savings|2023-12-26|0.0
138|99|Credit Card|2024-09-23|59000.0
139|100|Savings|2023-10-16|0.0
140|101|Savings|2024-02-24|0.0
141|102|Savings|2024-11-18|0.0
142|103|Savings|2023-02-01|0.0
143|104|Savings|2024-03-03|0.0
144|104|Credit Card|2024-08-26|22000.0
145|105|Savings|2024-09-11|0.0
146|106|Savings|2023-07-26|0.0
147|107|Savings|2024-01-20|0.0
148|108|Savings|2023-01-31|0.0
149|109|Savings|2023-09-12|0.0
150|109|Credit Card|2023-12-20|11000.0
151|110|Savings|2024-08-03|0.0
152|111|Savings|2023-12-15|0.0
153|112|Savings|2023-07-27|0.0
154|112|Credit Card|2023-11-24|62000.0
155|113|Savings|2023-10-22|0.0
156|114|Savings|2023-05-22|0.0
157|115|Savings|2023-12-27|0.0
158|116|Savings|2023-01-31|0.0
159|117|Savings|2024-04-30|0.0
160|118|Savings|2024-09-12|0.0
161|118|Credit Card|2024-10-22|55000.0
162|119|Savings|2024-11-21|0.0
163|119|Credit Card|2024-11-21|26000.0
164|120|Savings|2023-10-19|0.0
165|121|Savings|2024-11-16|0.0
166|122|Savings|2024-12-14|0.0
167|123|Savings|2025-01-30|0.0
168|124|Savings|2023-11-21|0.0
169|125|Savings|2023-12-21|0.0
170|126|Savings|2024-09-12|0.0
171|126|Credit Card|2024-11-17|66000.0
172|127|Savings|2023-05-01|0.0
173|128|Savings|2023-01-27|0.0
174|129|Savings|2024-07-18|0.0
175|130|Savings|2024-03-14|0.0
176|131|Savings|2023-02-19|0.0
177|131|Credit Card|2024-12-11|72000.0
178|132|Savings|2023-12-30|0.0
179|133|Savings|2024-10-02|0.0
180|134|Savings|2024-08-11|0.0
181|134|Credit Card|2024-10-31|69000.0
182|135|Savings|2023-04-06|0.0
183|136|Savings|2023-10-17|0.0
184|136|Credit Card|2023-12-07|56000.0
185|137|Savings|2024-05-09|0.0
186|137|Credit Card|2025-01-03|33000.0
187|138|Savings|2023-03-27|0.0
188|139|Savings|2023-01-21|0.0
189|139|Credit Card|2024-11-18|98000.0
190|140|Savings|2023-05-26|0.0
191|141|Savings|2024-01-19|0.0
192|141|Credit Card|2025-01-20|62000.0
193|142|Savings|2024-10-21|0.0
194|142|Credit Card|2024-10-23|51000.0
195|143|Savings|2024-03-28|0.0
196|144|Savings|2024-05-02|0.0
197|144|Credit Card|2024-12-23|60000.0
198|145|Savings|2023-08-20|0.0
199|145|Credit Card|2024-07-01|15000.0
200|146|Savings|2024-07-10|0.0
201|146|Credit Card|2024-08-12|20000.0
202|147|Savings|2023-10-14|0.0
203|148|Savings|2024-02-22|0.0
204|149|Savings|2023-02-26|0.0
205|150|Savings|2024-06-27|0.0
206|151|Savings|2024-04-23|0.0
207|152|Savings|2024-07-10|0.0
208|153|Savings|2024-07-23|0.0
209|153|Credit Card|2024-12-18|95000.0
210|154|Savings|2024-11-04|0.0
211|155|Savings|2023-02-28|0.0
212|155|Credit Card|2023-09-03|29000.0
213|156|Savings|2023-07-11|0.0
214|156|Credit Card|2024-09-14|11000.0
215|157|Savings|2023-07-15|0.0
216|158|Savings|2023-04-11|0.0
217|159|Savings|2024-12-07|0.0
218|160|Savings|2024-11-09|0.0
219|161|Savings|2024-11-03|0.0
220|162|Savings|2024-11-11|0.0
221|163|Savings|2024-05-03|0.0
222|163|Credit Card|2024-12-19|82000.0
223|164|Savings|2024-06-27|0.0
224|165|Savings|2024-05-07|0.0
225|165|Credit Card|2024-11-10|23000.0
226|166|Savings|2023-03-15|0.0
227|166|Credit Card|2023-06-03|55000.0
228|167|Savings|2023-04-02|0.0
229|168|Savings|2023-04-23|0.0
230|169|Savings|2024-10-30|0.0
231|169|Credit Card|2024-12-13|20000.0
232|170|Savings|2023-12-20|0.0
233|171|Savings|2024-05-23|0.0
234|172|Savings|2024-10-21|0.0
235|172|Credit Card|2024-11-30|72000.0
236|173|Savings|2024-07-25|0.0
237|174|Savings|2023-11-18|0.0
238|174|Credit Card|2024-08-01|36000.0
239|175|Savings|2023-08-07|0.0
240|175|Credit Card|2024-06-03|67000.0
241|176|Savings|2024-04-10|0.0
242|177|Savings|2023-03-26|0.0
243|178|Savings|2023-09-29|0.0
244|178|Credit Card|2024-12-22|83000.0
245|179|Savings|2023-07-16|0.0
246|180|Savings|2024-04-12|0.0
247|180|Credit Card|2024-06-01|78000.0
248|181|Savings|2023-03-15|0.0
249|182|Savings|2025-01-12|0.0
250|183|Savings|2024-03-12|0.0
251|183|Credit Card|2024-11-20|98000.0
252|184|Savings|2024-12-11|0.0
253|184|Credit Card|2025-01-25|89000.0
254|185|Savings|2025-01-08|0.0
255|185|Credit Card|2025-01-19|73000.0
256|186|Savings|2023-12-25|0.0
257|186|Credit Card|2024-04-01|87000.0
258|187|Savings|2023-05-20|0.0
259|187|Credit Card|2024-08-14|23000.0
260|188|Savings|2024-11-30|0.0
261|189|Savings|2023-03-27|0.0
262|190|Savings|2023-06-10|0.0
263|190|Credit Card|2024-05-11|51000.0
264|191|Savings|2023-08-03|0.0
265|192|Savings|2023-09-24|0.0
266|193|Savings|2023-11-12|0.0
267|193|Credit Card|2024-04-14|87000.0
268|194|Savings|2024-08-09|0.0
269|195|Savings|2024-05-31|0.0
270|196|Savings|2023-10-28|0.0
271|196|Credit Card|2024-04-11|96000.0
272|197|Savings|2024-02-28|0.0
273|198|Savings|2024-09-23|0.0
274|199|Savings|2024-09-27|0.0
275|199|Credit Card|2024-11-28|55000.0
276|200|Savings|2024-06-24|0.0
277|201|Savings|2024-05-24|0.0
278|201|Credit Card|2024-12-27|98000.0
279|202|Savings|2024-04-15|0.0
280|202|Credit Card|2024-09-08|93000.0
281|203|Savings|2024-12-23|0.0
282|204|Savings|2024-02-07|0.0
283|205|Savings|2023-12-23|0.0
284|206|Savings|2023-11-28|0.0
285|206|Credit Card|2024-10-20|69000.0
286|207|Savings|2023-07-12|0.0
287|207|Credit Card|2025-01-19|68000.0
288|208|Savings|2024-04-27|0.0
289|209|Savings|2024-09-12|0.0
290|209|Credit Card|2024-11-01|94000.0
291|210|Savings|2024-05-13|0.0
292|210|Credit Card|2024-10-01|88000.0
293|211|Savings|2023-04-07|0.0
294|212|Savings|2023-09-07|0.0
295|213|Savings|2023-06-25|0.0
296|214|Savings|2025-01-02|0.0
297|215|Savings|2024-02-01|0.0
298|216|Savings|2024-11-04|0.0
299|217|Savings|2024-10-25|0.0
300|218|Savings|2023-03-27|0.0
301|219|Savings|2024-04-02|0.0
302|220|Savings|2023-08-06|0.0
303|220|Credit Card|2024-01-08|36000.0
304|221|Savings|2024-11-03|0.0
305|222|Savings|2023-05-02|0.0
306|223|Savings|2023-12-16|0.0
307|224|Savings|2024-02-04|0.0
308|225|Savings|2025-01-13|0.0
309|226|Savings|2024-09-04|0.0
310|227|Savings|2023-12-14|0.0
311|227|Credit Card|2024-01-26|35000.0
312|228|Savings|2023-04-05|0.0
313|229|Savings|2023-03-15|0.0
314|230|Savings|2024-08-28|0.0
315|231|Savings|2024-11-09|0.0
316|232|Savings|2023-05-25|0.0
317|232|Credit Card|2024-06-15|83000.0
318|233|Savings|2024-01-16|0.0
319|234|Savings|2023-07-08|0.0
320|235|Savings|2024-08-21|0.0
321|236|Savings|2024-11-03|0.0
322|236|Credit Card|2024-11-20|38000.0
323|237|Savings|2023-01-19|0.0
324|237|Credit Card|2024-06-11|69000.0
325|238|Savings|2023-01-28|0.0
326|239|Savings|2024-05-20|0.0
327|240|Savings|2023-04-07|0.0
328|241|Savings|2024-06-06|0.0
329|241|Credit Card|2024-11-26|43000.0
330|242|Savings|2024-09-27|0.0
331|242|Credit Card|2024-10-19|60000.0
332|243|Savings|2023-06-24|0.0
333|243|Credit Card|2024-07-22|33000.0
334|244|Savings|2023-07-16|0.0
335|244|Credit Card|2024-10-29|94000.0
336|245|Savings|2023-10-28|0.0
337|245|Credit Card|2024-08-19|82000.0
338|246|Savings|2024-08-22|0.0
339|247|Savings|2024-11-22|0.0
340|248|Savings|2024-12-17|0.0
341|248|Credit Card|2025-01-13|60000.0
342|249|Savings|2025-01-09|0.0
343|249|Credit Card|2025-01-19|57000.0
344|250|Savings|2024-09-24|0.0
345|251|Savings|2024-02-11|0.0
346|252|Savings|2023-09-22|0.0
347|252|Credit Card|2023-12-09|77000.0
348|253|Savings|2023-10-26|0.0
349|254|Savings|2023-09-19|0.0
350|255|Savings|2023-01-17|0.0
351|255|Credit Card|2024-05-11|27000.0
352|256|Savings|2024-12-31|0.0
353|257|Savings|2024-07-19|0.0
354|258|Savings|2024-03-08|0.0
355|259|Savings|2023-01-09|0.0
356|259|Credit Card|2024-11-15|80000.0
357|260|Savings|2024-04-25|0.0
358|261|Savings|2023-06-07|0.0
359|262|Savings|2023-07-03|0.0
360|263|Savings|2023-01-11|0.0
361|263|Credit Card|2023-06-25|96000.0
362|264|Savings|2023-12-22|0.0
363|265|Savings|2023-11-28|0.0
364|266|Savings|2024-12-02|0.0
365|267|Savings|2024-01-23|0.0
366|268|Savings|2023-02-12|0.0
367|269|Savings|2024-11-25|0.0
368|269|Credit Card|2024-12-08|83000.0
369|270|Savings|2024-06-18|0.0
370|270|Credit Card|2024-11-17|57000.0
371|271|Savings|2023-02-09|0.0
372|272|Savings|2023-10-19|0.0
373|273|Savings|2023-04-08|0.0
374|273|Credit Card|2024-05-10|92000.0
375|274|Savings|2024-04-25|0.0
376|275|Savings|2024-01-24|0.0
377|276|Savings|2023-01-01|0.0
378|276|Credit Card|2023-05-26|42000.0
379|277|Savings|2024-09-13|0.0
380|277|Credit Card|2025-01-12|60000.0
381|278|Savings|2023-12-20|0.0
382|278|Credit Card|2024-12-09|64000.0
383|279|Savings|2025-01-25|0.0
384|280|Savings|2024-05-25|0.0
385|281|Savings|2024-07-31|0.0
386|282|Savings|2024-12-14|0.0
387|282|Credit Card|2025-01-22|39000.0
388|283|Savings|2024-05-11|0.0
389|284|Savings|2023-09-14|0.0
390|284|Credit Card|2023-12-09|93000.0
391|285|Savings|2023-07-25|0.0
392|285|Credit Card|2023-11-19|89000.0
393|286|Savings|2023-12-30|0.0
394|286|Credit Card|2024-04-27|28000.0
395|287|Savings|2024-06-20|0.0
396|288|Savings|2024-07-04|0.0
397|288|Credit Card|2025-01-07|35000.0
398|289|Savings|2024-04-22|0.0
399|290|Savings|2024-10-15|0.0
400|291|Savings|2023-11-13|0.0
401|291|Credit Card|2023-12-06|24000.0
402|292|Savings|2024-02-26|0.0
403|292|Credit Card|2024-04-20|63000.0
404|293|Savings|2024-02-16|0.0
405|294|Savings|2024-03-09|0.0
406|295|Savings|2024-06-20|0.0
407|296|Savings|2024-06-21|0.0
408|297|Savings|2024-11-30|0.0
409|297|Credit Card|2025-01-02|70000.0
410|298|Savings|2024-12-03|0.0
411|299|Savings|2024-09-12|0.0
412|300|Savings|2023-07-28|0.0
413|300|Credit Card|2023-09-20|77000.0
414|301|Savings|2023-06-02|0.0
415|302|Savings|2023-07-19|0.0
416|303|Savings|2023-12-13|0.0
417|304|Savings|2024-11-04|0.0
418|304|Credit Card|2025-01-13|63000.0
419|305|Savings|2023-12-10|0.0
420|306|Savings|2023-12-28|0.0
421|307|Savings|2024-06-21|0.0
422|307|Credit Card|2024-10-06|14000.0
423|308|Savings|2024-12-23|0.0
424|308|Credit Card|2025-01-13|37000.0
425|309|Savings|2023-11-10|0.0
426|310|Savings|2024-10-19|0.0
427|311|Savings|2024-04-07|0.0
428|312|Savings|2024-09-04|0.0
429|313|Savings|2023-08-17|0.0
430|314|Savings|2024-02-15|0.0
431|314|Credit Card|2024-07-19|67000.0
432|315|Savings|2023-02-02|0.0
433|316|Savings|2023-01-14|0.0
434|316|Credit Card|2024-04-02|70000.0
435|317|Savings|2025-01-11|0.0
436|318|Savings|2023-08-22|0.0
437|319|Savings|2024-07-30|0.0
438|319|Credit Card|2024-12-15|37000.0
439|320|Savings|2023-12-27|0.0
440|321|Savings|2024-08-08|0.0
441|321|Credit Card|2024-11-30|27000.0
442|322|Savings|2024-01-20|0.0
443|323|Savings|2023-10-20|0.0
444|324|Savings|2023-11-03|0.0
445|325|Savings|2023-12-28|0.0
446|326|Savings|2024-11-16|0.0
447|327|Savings|2024-05-20|0.0
448|327|Credit Card|2024-05-29|99000.0
449|328|Savings|2023-05-14|0.0
450|329|Savings|2024-02-28|0.0
451|330|Savings|2023-07-16|0.0
452|331|Savings|2024-02-21|0.0
453|332|Savings|2024-03-30|0.0
454|333|Savings|2023-01-18|0.0
455|334|Savings|2023-02-02|0.0
456|335|Savings|2025-01-03|0.0
457|336|Savings|2023-08-28|0.0
458|337|Savings|2024-05-01|0.0
459|338|Savings|2025-01-20|0.0
460|338|Credit Card|2025-01-23|77000.0
461|339|Savings|2024-01-13|0.0
462|340|Savings|2024-03-16|0.0
463|340|Credit Card|2024-06-23|36000.0
464|341|Savings|2023-11-23|0.0
465|342|Savings|2023-11-03|0.0
466|342|Credit Card|2025-01-11|97000.0
467|343|Savings|2024-12-20|0.0
468|344|Savings|2023-02-11|0.0
469|345|Savings|2024-04-24|0.0
470|346|Savings|2024-07-09|0.0
471|347|Savings|2024-05-30|0.0
472|347|Credit Card|2025-01-11|75000.0
473|348|Savings|2024-09-16|0.0
474|349|Savings|2024-09-18|0.0
475|349|Credit Card|2024-11-07|18000.0
476|350|Savings|2023-12-20|0.0
477|351|Savings|2025-01-23|0.0
478|351|Credit Card|2025-01-24|92000.0
479|352|Savings|2024-08-23|0.0
480|352|Credit Card|2024-08-28|21000.0
481|353|Savings|2024-05-28|0.0
482|354|Savings|2024-11-27|0.0
483|355|Savings|2023-10-01|0.0
484|356|Savings|2024-12-02|0.0
485|357|Savings|2024-09-24|0.0
486|357|Credit Card|2024-12-02|96000.0
487|358|Savings|2023-07-24|0.0
488|359|Savings|2023-08-14|0.0
489|360|Savings|2023-07-11|0.0
490|360|Credit Card|2024-06-13|22000.0
491|361|Savings|2024-06-18|0.0
492|362|Savings|2023-03-18|0.0
493|363|Savings|2024-05-14|0.0
494|363|Credit Card|2024-11-07|67000.0
495|364|Savings|2023-11-04|0.0
496|364|Credit Card|2024-10-05|50000.0
497|365|Savings|2023-08-19|0.0
498|366|Savings|2024-08-04|0.0
499|367|Savings|2024-02-13|0.0
500|368|Savings|2024-06-22|0.0
501|369|Savings|2023-01-04|0.0
502|370|Savings|2023-12-17|0.0
503|370|Credit Card|2024-02-17|17000.0
504|371|Savings|2023-10-03|0.0
505|372|Savings|2023-05-14|0.0
506|372|Credit Card|2024-01-01|55000.0
507|373|Savings|2025-01-16|0.0
508|374|Savings|2024-02-12|0.0
509|374|Credit Card|2024-10-06|73000.0
510|375|Savings|2024-05-13|0.0
511|376|Savings|2023-08-11|0.0
512|376|Credit Card|2024-03-09|67000.0
513|377|Savings|2024-04-16|0.0
514|378|Savings|2023-06-06|0.0
515|379|Savings|2023-02-28|0.0
516|380|Savings|2024-04-15|0.0
517|380|Credit Card|2024-04-25|35000.0
518|381|Savings|2023-08-30|0.0
519|381|Credit Card|2024-12-01|77000.0
520|382|Savings|2023-03-12|0.0
521|383|Savings|2023-05-22|0.0
522|384|Savings|2024-08-05|0.0
523|384|Credit Card|2024-11-19|49000.0
524|385|Savings|2023-06-30|0.0
525|385|Credit Card|2024-06-02|58000.0
526|386|Savings|2024-09-30|0.0
527|387|Savings|2023-10-14|0.0
528|387|Credit Card|2025-01-10|55000.0
529|388|Savings|2023-02-28|0.0
530|389|Savings|2023-05-27|0.0
531|389|Credit Card|2024-07-07|67000.0
532|390|Savings|2023-05-30|0.0
533|391|Savings|2023-04-15|0.0
534|391|Credit Card|2024-10-27|57000.0
535|392|Savings|2024-04-26|0.0
536|392|Credit Card|2024-07-15|65000.0
537|393|Savings|2024-09-19|0.0
538|393|Credit Card|2025-01-16|81000.0
539|394|Savings|2023-05-17|0.0
540|394|Credit Card|2024-03-27|25000.0
541|395|Savings|2023-05-22|0.0
542|396|Savings|2023-09-04|0.0
543|396|Credit Card|2023-11-16|54000.0
544|397|Savings|2024-07-30|0.0
545|398|Savings|2025-01-12|0.0
546|399|Savings|2023-11-06|0.0
547|399|Credit Card|2024-10-22|43000.0
548|400|Savings|2024-06-06|0.0
549|401|Savings|2023-01-21|0.0
550|402|Savings|2023-03-16|0.0
551|403|Savings|2023-06-11|0.0
552|403|Credit Card|2024-09-10|84000.0
553|404|Savings|2024-04-18|0.0
554|405|Savings|2024-01-31|0.0
555|405|Credit Card|2024-12-13|81000.0
556|406|Savings|2024-05-10|0.0
557|407|Savings|2023-10-06|0.0
558|407|Credit Card|2024-06-09|75000.0
559|408|Savings|2024-12-16|0.0
560|408|Credit Card|2025-01-03|32000.0
561|409|Savings|2024-05-28|0.0
562|410|Savings|2024-09-19|0.0
563|410|Credit Card|2024-11-11|79000.0
564|411|Savings|2023-08-18|0.0
565|412|Savings|2024-11-16|0.0
566|413|Savings|2025-01-23|0.0
567|413|Credit Card|2025-01-28|50000.0
568|414|Savings|2024-10-19|0.0
569|414|Credit Card|2024-11-01|53000.0
570|415|Savings|2025-01-23|0.0
571|416|Savings|2023-04-11|0.0
572|416|Credit Card|2024-11-05|26000.0
573|417|Savings|2024-04-13|0.0
574|418|Savings|2024-03-23|0.0
575|419|Savings|2024-12-26|0.0
576|420|Savings|2025-01-06|0.0
577|421|Savings|2024-02-13|0.0
578|421|Credit Card|2024-10-01|69000.0
579|422|Savings|2024-12-18|0.0
580|423|Savings|2023-04-19|0.0
581|423|Credit Card|2023-05-13|29000.0
582|424|Savings|2024-09-08|0.0
583|425|Savings|2023-10-17|0.0
584|426|Savings|2023-11-11|0.0
585|427|Savings|2024-02-20|0.0
586|427|Credit Card|2024-05-14|60000.0
587|428|Savings|2023-09-06|0.0
588|429|Savings|2024-01-13|0.0
589|429|Credit Card|2024-07-27|58000.0
590|430|Savings|2024-02-09|0.0
591|431|Savings|2024-06-02|0.0
592|432|Savings|2023-11-29|0.0
593|432|Credit Card|2023-12-07|73000.0
594|433|Savings|2024-08-20|0.0
595|434|Savings|2024-06-15|0.0
596|434|Credit Card|2024-09-14|83000.0
597|435|Savings|2023-08-16|0.0
598|435|Credit Card|2024-11-24|35000.0
599|436|Savings|2024-10-31|0.0
600|436|Credit Card|2024-12-30|24000.0
601|437|Savings|2023-11-30|0.0
602|438|Savings|2023-10-25|0.0
603|438|Credit Card|2023-12-01|18000.0
604|439|Savings|2023-10-27|0.0
605|440|Savings|2024-06-30|0.0
606|441|Savings|2023-12-23|0.0
607|442|Savings|2023-06-13|0.0
608|442|Credit Card|2023-08-26|72000.0
609|443|Savings|2023-03-03|0.0
610|443|Credit Card|2024-05-20|34000.0
611|444|Savings|2024-01-22|0.0
612|444|Credit Card|2024-04-10|70000.0
613|445|Savings|2023-09-22|0.0
614|445|Credit Card|2024-01-15|17000.0
615|446|Savings|2024-06-20|0.0
616|446|Credit Card|2024-08-25|64000.0
617|447|Savings|2024-06-12|0.0
618|448|Savings|2024-03-09|0.0
619|449|Savings|2024-10-09|0.0
620|449|Credit Card|2025-01-27|39000.0
621|450|Savings|2023-07-13|0.0
622|450|Credit Card|2024-10-20|51000.0
623|451|Savings|2024-03-06|0.0
624|452|Savings|2023-09-23|0.0
625|452|Credit Card|2024-01-13|46000.0
626|453|Savings|2023-03-25|0.0
627|454|Savings|2023-06-17|0.0
628|454|Credit Card|2024-12-12|87000.0
629|455|Savings|2024-11-20|0.0
630|456|Savings|2024-07-13|0.0
631|456|Credit Card|2024-12-14|61000.0
632|457|Savings|2023-05-14|0.0
633|458|Savings|2024-09-29|0.0
634|459|Savings|2024-07-12|0.0
635|460|Savings|2024-12-21|0.0
636|460|Credit Card|2024-12-26|95000.0
637|461|Savings|2024-05-04|0.0
638|462|Savings|2024-04-04|0.0
639|463|Savings|2023-02-12|0.0
640|464|Savings|2023-06-05|0.0
641|465|Savings|2023-07-13|0.0
642|466|Savings|2025-01-25|0.0
643|467|Savings|2023-05-06|0.0
644|468|Savings|2024-03-13|0.0
645|469|Savings|2023-12-26|0.0
646|470|Savings|2024-02-14|0.0
647|471|Savings|2023-09-25|0.0
648|472|Savings|2024-06-17|0.0
649|473|Savings|2024-01-15|0.0
650|474|Savings|2023-11-04|0.0
651|474|Credit Card|2024-03-12|96000.0
652|475|Savings|2023-11-20|0.0
653|476|Savings|2024-04-06|0.0
654|477|Savings|2023-03-24|0.0
655|477|Credit Card|2023-10-25|65000.0
656|478|Savings|2023-07-26|0.0
657|478|Credit Card|2024-04-14|60000.0
658|479|Savings|2023-09-24|0.0
659|479|Credit Card|2023-12-16|54000.0
660|480|Savings|2024-10-18|0.0
661|481|Savings|2023-07-07|0.0
662|481|Credit Card|2025-01-09|18000.0
663|482|Savings|2024-06-23|0.0
664|482|Credit Card|2024-09-13|76000.0
665|483|Savings|2024-07-28|0.0
666|484|Savings|2024-05-22|0.0
667|485|Savings|2024-12-19|0.0
668|485|Credit Card|2025-01-14|63000.0
669|486|Savings|2023-01-25|0.0
670|486|Credit Card|2023-12-31|75000.0
671|487|Savings|2024-11-07|0.0
672|488|Savings|2023-07-25|0.0
673|488|Credit Card|2024-08-05|17000.0
674|489|Savings|2024-08-02|0.0
675|490|Savings|2024-08-24|0.0
676|491|Savings|2025-01-26|0.0
677|492|Savings|2023-09-02|0.0
678|492|Credit Card|2023-09-21|57000.0
679|493|Savings|2023-05-14|0.0
680|494|Savings|2024-12-13|0.0
681|494|Credit Card|2025-01-07|85000.0
682|495|Savings|2024-08-04|0.0
683|495|Credit Card|2024-12-21|12000.0
684|496|Savings|2023-11-26|0.0
685|497|Savings|2023-05-20|0.0
686|498|Savings|2024-12-26|0.0
687|499|Savings|2023-09-08|0.0
688|499|Credit Card|2024-06-22|98000.0
689|500|Savings|2024-02-21|0.0
690|501|Savings|2023-05-05|0.0
691|502|Savings|2023-11-10|0.0
692|503|Savings|2024-04-05|0.0
693|503|Credit Card|2024-10-03|89000.0
694|504|Savings|2024-08-16|0.0
695|505|Savings|2024-05-06|0.0
696|505|Credit Card|2024-07-17|98000.0
697|506|Savings|2023-01-31|0.0
698|506|Credit Card|2023-02-13|56000.0
699|507|Savings|2023-12-26|0.0
700|507|Credit Card|2025-01-09|35000.0
701|508|Savings|2024-11-10|0.0
702|509|Savings|2024-06-15|0.0
703|510|Savings|2024-03-22|0.0
